name,artist,album,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
Easy Rider,Blazing Dog,Metallic Beast,663mM5UHb2B96lepokGsOb,0,0.48,0.912,5,-4.323,0,0.0395,0.000734,0.0025,0.118,0.544,140.055,audio_features,663mM5UHb2B96lepokGsOb,spotify:track:663mM5UHb2B96lepokGsOb,https://api.spotify.com/v1/tracks/663mM5UHb2B96lepokGsOb,https://api.spotify.com/v1/audio-analysis/663mM5UHb2B96lepokGsOb,285600,4,heavy metal
Strana,Chorny Kofe,Svetlyy metall,2g5qqGQFSFohWC7bQnkdRE,1,0.47,0.756,9,-5.254,0,0.0433,0.012,0.00202,0.373,0.567,127.323,audio_features,2g5qqGQFSFohWC7bQnkdRE,spotify:track:2g5qqGQFSFohWC7bQnkdRE,https://api.spotify.com/v1/tracks/2g5qqGQFSFohWC7bQnkdRE,https://api.spotify.com/v1/audio-analysis/2g5qqGQFSFohWC7bQnkdRE,216362,4,heavy metal
Repentance,Rygel,The Metal Forge,2VRMONJqF9ZZGT4oLjj00x,0,0.499,0.947,1,-6.679,1,0.0912,1.11e-05,0.286,0.337,0.296,135.015,audio_features,2VRMONJqF9ZZGT4oLjj00x,spotify:track:2VRMONJqF9ZZGT4oLjj00x,https://api.spotify.com/v1/tracks/2VRMONJqF9ZZGT4oLjj00x,https://api.spotify.com/v1/audio-analysis/2VRMONJqF9ZZGT4oLjj00x,244893,4,heavy metal
Tahdon pullaa,Moottörin Jyrinä,Metallimyrsky,5O8rsFfQ2yjSiNQSQuKL7l,0,0.438,0.703,1,-4.048,0,0.0308,0.00756,0.00324,0.126,0.417,90.048,audio_features,5O8rsFfQ2yjSiNQSQuKL7l,spotify:track:5O8rsFfQ2yjSiNQSQuKL7l,https://api.spotify.com/v1/tracks/5O8rsFfQ2yjSiNQSQuKL7l,https://api.spotify.com/v1/audio-analysis/5O8rsFfQ2yjSiNQSQuKL7l,273880,4,heavy metal
Ugh!,Moottörin Jyrinä,Metallimyrsky,6TfDfnjtiZDs5CMgBgWJVC,0,0.682,0.883,6,-4.791,0,0.0369,0.0135,0.0,0.114,0.469,124.038,audio_features,6TfDfnjtiZDs5CMgBgWJVC,spotify:track:6TfDfnjtiZDs5CMgBgWJVC,https://api.spotify.com/v1/tracks/6TfDfnjtiZDs5CMgBgWJVC,https://api.spotify.com/v1/audio-analysis/6TfDfnjtiZDs5CMgBgWJVC,271080,4,heavy metal
Midnight Wolves - Live,Vanexa,Metal City Live,1BJIRThvhAAhYpYKMmtFnn,0,0.258,0.901,7,-4.442,1,0.163,0.000216,0.709,0.897,0.166,133.683,audio_features,1BJIRThvhAAhYpYKMmtFnn,spotify:track:1BJIRThvhAAhYpYKMmtFnn,https://api.spotify.com/v1/tracks/1BJIRThvhAAhYpYKMmtFnn,https://api.spotify.com/v1/audio-analysis/1BJIRThvhAAhYpYKMmtFnn,196324,4,heavy metal
Kuuden tonnin kurahousut,Moottörin Jyrinä,Metallimyrsky,2C8m7qfWgamdB2y8iCmEl1,0,0.386,0.953,7,-3.56,1,0.0557,0.000346,0.00408,0.11,0.312,151.939,audio_features,2C8m7qfWgamdB2y8iCmEl1,spotify:track:2C8m7qfWgamdB2y8iCmEl1,https://api.spotify.com/v1/tracks/2C8m7qfWgamdB2y8iCmEl1,https://api.spotify.com/v1/audio-analysis/2C8m7qfWgamdB2y8iCmEl1,244453,4,heavy metal
Eto - rok,Chorny Kofe,Svetlyy metall,1nM8nyft8UDweyclVwcn8A,2,0.224,0.717,8,-8.256,1,0.056,0.0438,0.0257,0.0867,0.205,182.12,audio_features,1nM8nyft8UDweyclVwcn8A,spotify:track:1nM8nyft8UDweyclVwcn8A,https://api.spotify.com/v1/tracks/1nM8nyft8UDweyclVwcn8A,https://api.spotify.com/v1/audio-analysis/1nM8nyft8UDweyclVwcn8A,255241,4,heavy metal
Älä-älämölö,Moottörin Jyrinä,Metallimyrsky,3AC5sbVQ7SehBx44WHu5U8,0,0.547,0.975,6,-4.718,0,0.0879,0.000129,0.00252,0.205,0.421,108.051,audio_features,3AC5sbVQ7SehBx44WHu5U8,spotify:track:3AC5sbVQ7SehBx44WHu5U8,https://api.spotify.com/v1/tracks/3AC5sbVQ7SehBx44WHu5U8,https://api.spotify.com/v1/audio-analysis/3AC5sbVQ7SehBx44WHu5U8,182707,4,heavy metal
A Thousand Deaths,Blazing Dog,Metallic Beast,6uT8XgwBESS2w2PPuWTnlf,0,0.545,0.899,7,-5.101,1,0.0394,0.00548,0.00189,0.323,0.524,110.023,audio_features,6uT8XgwBESS2w2PPuWTnlf,spotify:track:6uT8XgwBESS2w2PPuWTnlf,https://api.spotify.com/v1/tracks/6uT8XgwBESS2w2PPuWTnlf,https://api.spotify.com/v1/audio-analysis/6uT8XgwBESS2w2PPuWTnlf,275693,4,heavy metal
Hanged Man - Live,Vanexa,Metal City Live,1QQb6lKAtcuiJ19j6ysTab,0,0.215,0.962,11,-4.515,1,0.153,0.00024,0.589,0.212,0.0918,100.223,audio_features,1QQb6lKAtcuiJ19j6ysTab,spotify:track:1QQb6lKAtcuiJ19j6ysTab,https://api.spotify.com/v1/tracks/1QQb6lKAtcuiJ19j6ysTab,https://api.spotify.com/v1/audio-analysis/1QQb6lKAtcuiJ19j6ysTab,251364,4,heavy metal
Eiku,Moottörin Jyrinä,Metallimyrsky,1QqqQAhOs4iuiQysScnNAE,0,0.363,0.676,4,-6.711,1,0.302,0.00784,0.00156,0.503,0.279,125.219,audio_features,1QqqQAhOs4iuiQysScnNAE,spotify:track:1QqqQAhOs4iuiQysScnNAE,https://api.spotify.com/v1/tracks/1QqqQAhOs4iuiQysScnNAE,https://api.spotify.com/v1/audio-analysis/1QqqQAhOs4iuiQysScnNAE,83880,5,heavy metal
Suklaavuorten valtias,Moottörin Jyrinä,Metallimyrsky,2nmmITQ04yLukbXw5h5o7C,0,0.299,0.939,9,-4.249,0,0.0814,0.0012,0.00734,0.0822,0.229,134.077,audio_features,2nmmITQ04yLukbXw5h5o7C,spotify:track:2nmmITQ04yLukbXw5h5o7C,https://api.spotify.com/v1/tracks/2nmmITQ04yLukbXw5h5o7C,https://api.spotify.com/v1/audio-analysis/2nmmITQ04yLukbXw5h5o7C,356787,4,heavy metal
Zvuki kosmosa,Chorny Kofe,Svetlyy metall,2LEzBGn5sJI4oFWVLVLJVx,0,0.404,0.744,0,-7.627,1,0.0403,0.279,0.00582,0.144,0.108,113.456,audio_features,2LEzBGn5sJI4oFWVLVLJVx,spotify:track:2LEzBGn5sJI4oFWVLVLJVx,https://api.spotify.com/v1/tracks/2LEzBGn5sJI4oFWVLVLJVx,https://api.spotify.com/v1/audio-analysis/2LEzBGn5sJI4oFWVLVLJVx,287282,4,heavy metal
Days of Hope and Glory - Live,U.D.O.,Navy Metal Night,6uSg6oEqNE4QNyMl3jYP7b,2,0.491,0.897,4,-5.052,0,0.053,0.105,0.000234,0.986,0.335,105.014,audio_features,6uSg6oEqNE4QNyMl3jYP7b,spotify:track:6uSg6oEqNE4QNyMl3jYP7b,https://api.spotify.com/v1/tracks/6uSg6oEqNE4QNyMl3jYP7b,https://api.spotify.com/v1/audio-analysis/6uSg6oEqNE4QNyMl3jYP7b,315635,4,heavy metal
Will Of Steel,Blazing Dog,Metallic Beast,7oB9jCc87zSOrdtLK8prIp,0,0.498,0.933,2,-4.733,0,0.0693,0.0488,0.000943,0.73,0.308,124.988,audio_features,7oB9jCc87zSOrdtLK8prIp,spotify:track:7oB9jCc87zSOrdtLK8prIp,https://api.spotify.com/v1/tracks/7oB9jCc87zSOrdtLK8prIp,https://api.spotify.com/v1/audio-analysis/7oB9jCc87zSOrdtLK8prIp,224640,4,heavy metal
Stillness of Time - Live,U.D.O.,Navy Metal Night,5OhDMFBFobeVTVCEizuimc,3,0.401,0.901,0,-4.773,0,0.0502,0.158,0.449,0.676,0.196,96.008,audio_features,5OhDMFBFobeVTVCEizuimc,spotify:track:5OhDMFBFobeVTVCEizuimc,https://api.spotify.com/v1/tracks/5OhDMFBFobeVTVCEizuimc,https://api.spotify.com/v1/audio-analysis/5OhDMFBFobeVTVCEizuimc,404178,4,heavy metal
Täti lässyttää,Moottörin Jyrinä,Metallimyrsky,3KutOPlvIXsTPkMetIXYXi,0,0.502,0.956,6,-3.7,0,0.0522,0.000158,0.0,0.364,0.537,97.568,audio_features,3KutOPlvIXsTPkMetIXYXi,spotify:track:3KutOPlvIXsTPkMetIXYXi,https://api.spotify.com/v1/tracks/3KutOPlvIXsTPkMetIXYXi,https://api.spotify.com/v1/audio-analysis/3KutOPlvIXsTPkMetIXYXi,232600,4,heavy metal
Rainbow In The Night - Live,Vanexa,Metal City Live,4m6zPQCuAIlgB4ETHJ4o0H,0,0.275,0.924,9,-5.854,1,0.239,0.0203,0.238,0.966,0.0684,118.139,audio_features,4m6zPQCuAIlgB4ETHJ4o0H,spotify:track:4m6zPQCuAIlgB4ETHJ4o0H,https://api.spotify.com/v1/tracks/4m6zPQCuAIlgB4ETHJ4o0H,https://api.spotify.com/v1/audio-analysis/4m6zPQCuAIlgB4ETHJ4o0H,413898,4,heavy metal
Vladimirskaja Rus',Chorny Kofe,Svetlyy metall,4liAFdx6Yaxu5HQx52IiSx,1,0.371,0.656,5,-8.346,1,0.0454,0.523,0.000864,0.11,0.174,99.089,audio_features,4liAFdx6Yaxu5HQx52IiSx,spotify:track:4liAFdx6Yaxu5HQx52IiSx,https://api.spotify.com/v1/tracks/4liAFdx6Yaxu5HQx52IiSx,https://api.spotify.com/v1/audio-analysis/4liAFdx6Yaxu5HQx52IiSx,275407,4,heavy metal
In the Shadow of the Cross - Live Version,Vanexa,Metal City Live,3eEuWChSCfiiGrckukdHGg,0,0.4,0.887,9,-4.757,1,0.0942,0.000889,0.144,0.594,0.399,135.651,audio_features,3eEuWChSCfiiGrckukdHGg,spotify:track:3eEuWChSCfiiGrckukdHGg,https://api.spotify.com/v1/tracks/3eEuWChSCfiiGrckukdHGg,https://api.spotify.com/v1/audio-analysis/3eEuWChSCfiiGrckukdHGg,295667,4,heavy metal
I Wanna See Fires - Live,Vanexa,Metal City Live,6IpPwFSwNgSpEeUiBGHB3O,0,0.271,0.856,7,-5.293,1,0.126,0.0116,0.0201,0.651,0.234,92.986,audio_features,6IpPwFSwNgSpEeUiBGHB3O,spotify:track:6IpPwFSwNgSpEeUiBGHB3O,https://api.spotify.com/v1/tracks/6IpPwFSwNgSpEeUiBGHB3O,https://api.spotify.com/v1/audio-analysis/6IpPwFSwNgSpEeUiBGHB3O,306770,4,heavy metal
Jälki-istunto,Moottörin Jyrinä,Metallimyrsky,4jKNjAMBs7PSOgxW7qI8ub,0,0.494,0.888,4,-4.503,0,0.0335,0.00185,0.000856,0.221,0.482,99.939,audio_features,4jKNjAMBs7PSOgxW7qI8ub,spotify:track:4jKNjAMBs7PSOgxW7qI8ub,https://api.spotify.com/v1/tracks/4jKNjAMBs7PSOgxW7qI8ub,https://api.spotify.com/v1/audio-analysis/4jKNjAMBs7PSOgxW7qI8ub,310200,4,heavy metal
Dance Of Skeptics,Blazing Dog,Metallic Beast,1c7Xn2f5GNwOa5MWTeLMVp,0,0.417,0.949,2,-4.755,1,0.0896,0.0246,0.00631,0.105,0.319,134.995,audio_features,1c7Xn2f5GNwOa5MWTeLMVp,spotify:track:1c7Xn2f5GNwOa5MWTeLMVp,https://api.spotify.com/v1/tracks/1c7Xn2f5GNwOa5MWTeLMVp,https://api.spotify.com/v1/audio-analysis/1c7Xn2f5GNwOa5MWTeLMVp,395400,4,heavy metal
Cut Me Out - Live,U.D.O.,Navy Metal Night,0wAEA7t7M8gWXVA4WQSq2g,3,0.287,0.832,0,-5.991,1,0.0822,0.124,1.54e-06,0.968,0.536,178.715,audio_features,0wAEA7t7M8gWXVA4WQSq2g,spotify:track:0wAEA7t7M8gWXVA4WQSq2g,https://api.spotify.com/v1/tracks/0wAEA7t7M8gWXVA4WQSq2g,https://api.spotify.com/v1/audio-analysis/0wAEA7t7M8gWXVA4WQSq2g,307429,4,heavy metal
Insane Minds,Blazing Dog,Metallic Beast,2DQWR7LRdlzIzPcDkYz91o,0,0.5,0.813,2,-6.291,1,0.0598,0.022,2.48e-05,0.0872,0.379,84.985,audio_features,2DQWR7LRdlzIzPcDkYz91o,spotify:track:2DQWR7LRdlzIzPcDkYz91o,https://api.spotify.com/v1/tracks/2DQWR7LRdlzIzPcDkYz91o,https://api.spotify.com/v1/audio-analysis/2DQWR7LRdlzIzPcDkYz91o,262747,4,heavy metal
Supreme Wings,Blazing Dog,Metallic Beast,6TnTWryUtymJED7Tm215vP,0,0.473,0.952,8,-4.407,1,0.044,0.0386,0.000304,0.0794,0.512,89.976,audio_features,6TnTWryUtymJED7Tm215vP,spotify:track:6TnTWryUtymJED7Tm215vP,https://api.spotify.com/v1/tracks/6TnTWryUtymJED7Tm215vP,https://api.spotify.com/v1/audio-analysis/6TnTWryUtymJED7Tm215vP,260467,4,heavy metal
Silent Grave,Blazing Dog,Metallic Beast,5C2vwHtwvGVHqUOVYYqPv9,0,0.457,0.931,2,-5.315,1,0.0458,0.00137,2.92e-05,0.182,0.48,90.012,audio_features,5C2vwHtwvGVHqUOVYYqPv9,spotify:track:5C2vwHtwvGVHqUOVYYqPv9,https://api.spotify.com/v1/tracks/5C2vwHtwvGVHqUOVYYqPv9,https://api.spotify.com/v1/audio-analysis/5C2vwHtwvGVHqUOVYYqPv9,281733,4,heavy metal
Assassins,Blazing Dog,Metallic Beast,2MIvtt9hxGiayAdQoXO9dP,0,0.263,0.922,0,-5.075,1,0.0934,0.0687,0.00648,0.0681,0.189,149.867,audio_features,2MIvtt9hxGiayAdQoXO9dP,spotify:track:2MIvtt9hxGiayAdQoXO9dP,https://api.spotify.com/v1/tracks/2MIvtt9hxGiayAdQoXO9dP,https://api.spotify.com/v1/audio-analysis/2MIvtt9hxGiayAdQoXO9dP,275880,4,heavy metal
Battle Splendour,Blazing Dog,Metallic Beast,07oWIhkc9eW25saqkPnmWY,0,0.552,0.981,7,-5.145,1,0.0708,0.00184,0.0163,0.123,0.256,134.932,audio_features,07oWIhkc9eW25saqkPnmWY,spotify:track:07oWIhkc9eW25saqkPnmWY,https://api.spotify.com/v1/tracks/07oWIhkc9eW25saqkPnmWY,https://api.spotify.com/v1/audio-analysis/07oWIhkc9eW25saqkPnmWY,281080,4,heavy metal
Zvjozdnyy vodojom,Chorny Kofe,Svetlyy metall,6ZtSV3LrkcbHF1fPuretN3,1,0.231,0.84,9,-7.894,0,0.0994,0.409,0.000921,0.123,0.258,135.237,audio_features,6ZtSV3LrkcbHF1fPuretN3,spotify:track:6ZtSV3LrkcbHF1fPuretN3,https://api.spotify.com/v1/tracks/6ZtSV3LrkcbHF1fPuretN3,https://api.spotify.com/v1/audio-analysis/6ZtSV3LrkcbHF1fPuretN3,196204,4,heavy metal
Perestupi porog,Chorny Kofe,Svetlyy metall,0ykEDpGpkiGe107iWGB3g5,0,0.364,0.77,10,-8.621,0,0.051,0.285,0.0743,0.326,0.418,89.923,audio_features,0ykEDpGpkiGe107iWGB3g5,spotify:track:0ykEDpGpkiGe107iWGB3g5,https://api.spotify.com/v1/tracks/0ykEDpGpkiGe107iWGB3g5,https://api.spotify.com/v1/audio-analysis/0ykEDpGpkiGe107iWGB3g5,254161,4,heavy metal
Heart of Gold - Live,U.D.O.,Navy Metal Night,4GZx3GC89biOloByWtns0M,4,0.47,0.975,4,-4.87,0,0.0907,0.0775,0.000543,0.96,0.421,122.938,audio_features,4GZx3GC89biOloByWtns0M,spotify:track:4GZx3GC89biOloByWtns0M,https://api.spotify.com/v1/tracks/4GZx3GC89biOloByWtns0M,https://api.spotify.com/v1/audio-analysis/4GZx3GC89biOloByWtns0M,295457,4,heavy metal
Sauruksenmetsästäjä,Moottörin Jyrinä,Metallimyrsky,5oag6ZoaBrY64mhIAc81Oy,0,0.388,0.594,9,-5.375,0,0.0311,0.0486,9.51e-06,0.206,0.329,100.275,audio_features,5oag6ZoaBrY64mhIAc81Oy,spotify:track:5oag6ZoaBrY64mhIAc81Oy,https://api.spotify.com/v1/tracks/5oag6ZoaBrY64mhIAc81Oy,https://api.spotify.com/v1/audio-analysis/5oag6ZoaBrY64mhIAc81Oy,360080,4,heavy metal
Night Rain On The Ruins - Live,Vanexa,Metal City Live,52rlR2qi8YbDsYM5RE2zw3,0,0.31,0.828,4,-5.623,0,0.0462,0.0677,0.00135,0.884,0.266,135.644,audio_features,52rlR2qi8YbDsYM5RE2zw3,spotify:track:52rlR2qi8YbDsYM5RE2zw3,https://api.spotify.com/v1/tracks/52rlR2qi8YbDsYM5RE2zw3,https://api.spotify.com/v1/audio-analysis/52rlR2qi8YbDsYM5RE2zw3,295642,4,heavy metal
One Thousend Nights - Live,Vanexa,Metal City Live,4abrBV88OVec3SCFGAnvb6,0,0.191,0.889,7,-5.354,1,0.315,0.0048,0.502,0.902,0.158,168.412,audio_features,4abrBV88OVec3SCFGAnvb6,spotify:track:4abrBV88OVec3SCFGAnvb6,https://api.spotify.com/v1/tracks/4abrBV88OVec3SCFGAnvb6,https://api.spotify.com/v1/audio-analysis/4abrBV88OVec3SCFGAnvb6,211789,4,heavy metal
Chjornyy kofe,Chorny Kofe,Svetlyy metall,5CrNFEHQHXJzPEGNxTykNP,0,0.486,0.758,0,-8.554,0,0.0439,0.469,0.0111,0.617,0.481,140.001,audio_features,5CrNFEHQHXJzPEGNxTykNP,spotify:track:5CrNFEHQHXJzPEGNxTykNP,https://api.spotify.com/v1/tracks/5CrNFEHQHXJzPEGNxTykNP,https://api.spotify.com/v1/audio-analysis/5CrNFEHQHXJzPEGNxTykNP,163084,4,heavy metal
In The Shadow Of The Cross - Live,Vanexa,Metal City Live,18LaJEmIgU9FF7je5vAREi,0,0.401,0.878,9,-4.756,1,0.0955,0.000883,0.16,0.6,0.382,135.722,audio_features,18LaJEmIgU9FF7je5vAREi,spotify:track:18LaJEmIgU9FF7je5vAREi,https://api.spotify.com/v1/tracks/18LaJEmIgU9FF7je5vAREi,https://api.spotify.com/v1/audio-analysis/18LaJEmIgU9FF7je5vAREi,295772,4,heavy metal
Blazing Dog,Blazing Dog,Metallic Beast,09zCXoqLT3x6HkXUpYjyrE,0,0.52,0.985,2,-4.684,0,0.0724,0.0159,7.07e-05,0.37,0.358,135.032,audio_features,09zCXoqLT3x6HkXUpYjyrE,spotify:track:09zCXoqLT3x6HkXUpYjyrE,https://api.spotify.com/v1/tracks/09zCXoqLT3x6HkXUpYjyrE,https://api.spotify.com/v1/audio-analysis/09zCXoqLT3x6HkXUpYjyrE,233347,4,heavy metal
Metal Vernaccia -Rehearsal-,Kurnalcool,Slongame la biscia,4nAeGDl1zu1DKIuDobltHY,0,0.439,0.905,7,-12.23,1,0.0525,0.339,1.04e-06,0.381,0.0598,140.013,audio_features,4nAeGDl1zu1DKIuDobltHY,spotify:track:4nAeGDl1zu1DKIuDobltHY,https://api.spotify.com/v1/tracks/4nAeGDl1zu1DKIuDobltHY,https://api.spotify.com/v1/audio-analysis/4nAeGDl1zu1DKIuDobltHY,257320,4,heavy metal
Making Sure All the Gods Are Happy,Imari Tones,Japan Metal Jesus,4cU5zmD1howraNbzi4ZF4j,0,0.332,0.985,9,-2.979,1,0.181,0.00657,0.0,0.188,0.225,95.761,audio_features,4cU5zmD1howraNbzi4ZF4j,spotify:track:4cU5zmD1howraNbzi4ZF4j,https://api.spotify.com/v1/tracks/4cU5zmD1howraNbzi4ZF4j,https://api.spotify.com/v1/audio-analysis/4cU5zmD1howraNbzi4ZF4j,255057,4,heavy metal
Close to the Abyss,Blacksmith Legacy,Metal Never Dies,2LElc2zcsY4ea7SYIqpxFg,0,0.578,0.876,0,-7.615,1,0.0333,0.000121,0.00408,0.226,0.438,120.014,audio_features,2LElc2zcsY4ea7SYIqpxFg,spotify:track:2LElc2zcsY4ea7SYIqpxFg,https://api.spotify.com/v1/tracks/2LElc2zcsY4ea7SYIqpxFg,https://api.spotify.com/v1/audio-analysis/2LElc2zcsY4ea7SYIqpxFg,266892,4,heavy metal
Praise & Worship,Imari Tones,Japan Metal Jesus,7woIWvolFuKU5myGaWREnV,0,0.0614,0.579,4,-3.304,1,0.0467,0.0169,0.0,0.175,0.217,59.427,audio_features,7woIWvolFuKU5myGaWREnV,spotify:track:7woIWvolFuKU5myGaWREnV,https://api.spotify.com/v1/tracks/7woIWvolFuKU5myGaWREnV,https://api.spotify.com/v1/audio-analysis/7woIWvolFuKU5myGaWREnV,75494,4,heavy metal
Truth,Imari Tones,Japan Metal Jesus,3ZS0XncYFKNTPIrqA4mDDi,0,0.219,0.909,9,-3.407,1,0.0652,0.00128,4.07e-05,0.196,0.242,131.407,audio_features,3ZS0XncYFKNTPIrqA4mDDi,spotify:track:3ZS0XncYFKNTPIrqA4mDDi,https://api.spotify.com/v1/tracks/3ZS0XncYFKNTPIrqA4mDDi,https://api.spotify.com/v1/audio-analysis/3ZS0XncYFKNTPIrqA4mDDi,284444,5,heavy metal
Saints and Sinners,Blacksmith Legacy,Metal Never Dies,6VuZY0YQx6hBA9EtEsU3Sv,0,0.509,0.971,5,-6.476,1,0.043,0.0005,0.0,0.348,0.535,135.071,audio_features,6VuZY0YQx6hBA9EtEsU3Sv,spotify:track:6VuZY0YQx6hBA9EtEsU3Sv,https://api.spotify.com/v1/tracks/6VuZY0YQx6hBA9EtEsU3Sv,https://api.spotify.com/v1/audio-analysis/6VuZY0YQx6hBA9EtEsU3Sv,229201,4,heavy metal
You Key,Imari Tones,Japan Metal Jesus,3n7DQeOqcpiCtOXX2EWBYy,0,0.427,0.973,4,-3.593,1,0.115,0.000976,0.0,0.16,0.328,141.859,audio_features,3n7DQeOqcpiCtOXX2EWBYy,spotify:track:3n7DQeOqcpiCtOXX2EWBYy,https://api.spotify.com/v1/tracks/3n7DQeOqcpiCtOXX2EWBYy,https://api.spotify.com/v1/audio-analysis/3n7DQeOqcpiCtOXX2EWBYy,299704,4,heavy metal
Cider Victims - Single 2014,Dragonsfire,Heavy Metal Heroes,1EkkiW6QSomIljD4whKUzH,0,0.396,0.959,9,-4.2,1,0.0678,0.000114,9.61e-06,0.0957,0.455,183.919,audio_features,1EkkiW6QSomIljD4whKUzH,spotify:track:1EkkiW6QSomIljD4whKUzH,https://api.spotify.com/v1/tracks/1EkkiW6QSomIljD4whKUzH,https://api.spotify.com/v1/audio-analysis/1EkkiW6QSomIljD4whKUzH,255574,4,heavy metal
Living Water,Imari Tones,Japan Metal Jesus,2xf8IL6e3TzO4SNqon6gYE,0,0.304,0.799,11,-3.581,1,0.0346,0.000848,0.000399,0.532,0.17,142.095,audio_features,2xf8IL6e3TzO4SNqon6gYE,spotify:track:2xf8IL6e3TzO4SNqon6gYE,https://api.spotify.com/v1/tracks/2xf8IL6e3TzO4SNqon6gYE,https://api.spotify.com/v1/audio-analysis/2xf8IL6e3TzO4SNqon6gYE,348542,4,heavy metal
Give Us Your Miracles,Imari Tones,Japan Metal Jesus,4CkkIW63d8jGnOKgPKOCFQ,0,0.488,0.858,9,-5.033,1,0.0377,0.163,0.000125,0.0921,0.21,140.033,audio_features,4CkkIW63d8jGnOKgPKOCFQ,spotify:track:4CkkIW63d8jGnOKgPKOCFQ,https://api.spotify.com/v1/tracks/4CkkIW63d8jGnOKgPKOCFQ,https://api.spotify.com/v1/audio-analysis/4CkkIW63d8jGnOKgPKOCFQ,339769,4,heavy metal
The Concept,Imari Tones,Japan Metal Jesus,5rdeAs5sfQkgtyuqEbAUPv,0,0.552,0.984,11,-3.485,1,0.119,0.000241,2.94e-05,0.44,0.31,103.959,audio_features,5rdeAs5sfQkgtyuqEbAUPv,spotify:track:5rdeAs5sfQkgtyuqEbAUPv,https://api.spotify.com/v1/tracks/5rdeAs5sfQkgtyuqEbAUPv,https://api.spotify.com/v1/audio-analysis/5rdeAs5sfQkgtyuqEbAUPv,283979,4,heavy metal
Mad Racer,Megadriver,Metal for Gamers,175c0934eiX66bAgEWcsNM,0,0.511,0.912,7,-4.474,0,0.188,2.33e-05,0.484,0.282,0.352,119.986,audio_features,175c0934eiX66bAgEWcsNM,spotify:track:175c0934eiX66bAgEWcsNM,https://api.spotify.com/v1/tracks/175c0934eiX66bAgEWcsNM,https://api.spotify.com/v1/audio-analysis/175c0934eiX66bAgEWcsNM,248000,4,heavy metal
Yokohama Dreaming,Imari Tones,Japan Metal Jesus,3PiyS8KJUYtwQ9Cjst2uDJ,0,0.359,0.927,2,-3.063,1,0.165,0.00189,1.56e-06,0.181,0.39,172.846,audio_features,3PiyS8KJUYtwQ9Cjst2uDJ,spotify:track:3PiyS8KJUYtwQ9Cjst2uDJ,https://api.spotify.com/v1/tracks/3PiyS8KJUYtwQ9Cjst2uDJ,https://api.spotify.com/v1/audio-analysis/3PiyS8KJUYtwQ9Cjst2uDJ,276407,4,heavy metal
Forged,Blacksmith Legacy,Metal Never Dies,7xYdIXOgV9MuB2bVsAgtoA,0,0.276,0.96,2,-8.125,0,0.0532,5.11e-05,0.0626,0.341,0.361,133.356,audio_features,7xYdIXOgV9MuB2bVsAgtoA,spotify:track:7xYdIXOgV9MuB2bVsAgtoA,https://api.spotify.com/v1/tracks/7xYdIXOgV9MuB2bVsAgtoA,https://api.spotify.com/v1/audio-analysis/7xYdIXOgV9MuB2bVsAgtoA,201080,4,heavy metal
Maliciando,Aonikenk,Sentir Metalero,5IYvr6C6NNmXfBbiYu1umQ,4,0.223,0.936,9,-4.823,0,0.104,2.2e-05,0.000121,0.184,0.248,151.668,audio_features,5IYvr6C6NNmXfBbiYu1umQ,spotify:track:5IYvr6C6NNmXfBbiYu1umQ,https://api.spotify.com/v1/tracks/5IYvr6C6NNmXfBbiYu1umQ,https://api.spotify.com/v1/audio-analysis/5IYvr6C6NNmXfBbiYu1umQ,158013,4,heavy metal
R.P.G.,Imari Tones,Japan Metal Jesus,6wximw4iMNH46cIJetT4iE,0,0.466,0.942,4,-4.599,1,0.108,0.0364,0.0,0.052,0.42,97.595,audio_features,6wximw4iMNH46cIJetT4iE,spotify:track:6wximw4iMNH46cIJetT4iE,https://api.spotify.com/v1/tracks/6wximw4iMNH46cIJetT4iE,https://api.spotify.com/v1/audio-analysis/6wximw4iMNH46cIJetT4iE,200731,4,heavy metal
"METAL MAD - Live at Zepp Tokyo, 13 April, 2017",LOUDNESS,"8117 Live (Live at Zepp Tokyo, 13 April, 2017; Encore Edition)",0rS87afTVgcaOfKM1WSi9l,1,0.388,0.988,7,-3.729,1,0.0651,0.000408,0.731,0.738,0.356,90.642,audio_features,0rS87afTVgcaOfKM1WSi9l,spotify:track:0rS87afTVgcaOfKM1WSi9l,https://api.spotify.com/v1/tracks/0rS87afTVgcaOfKM1WSi9l,https://api.spotify.com/v1/audio-analysis/0rS87afTVgcaOfKM1WSi9l,273205,4,heavy metal
Lluvia de Metal (Remaster 2018),Picaporters,Elefantes (Remaster 2018),1BT85kqFguTgYojm62nxkc,0,0.483,0.538,8,-10.131,1,0.0485,0.222,0.0458,0.117,0.469,126.085,audio_features,1BT85kqFguTgYojm62nxkc,spotify:track:1BT85kqFguTgYojm62nxkc,https://api.spotify.com/v1/tracks/1BT85kqFguTgYojm62nxkc,https://api.spotify.com/v1/audio-analysis/1BT85kqFguTgYojm62nxkc,311011,4,heavy metal
