name,artist,album,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
Hope You Know,Kodak Black,When I Was Dead,5hbB5G8cf6LzczPRXIMxB8,42,0.77,0.75,4,-4.141,0,0.0298,0.393,0.0,0.244,0.144,137.011,audio_features,5hbB5G8cf6LzczPRXIMxB8,spotify:track:5hbB5G8cf6LzczPRXIMxB8,https://api.spotify.com/v1/tracks/5hbB5G8cf6LzczPRXIMxB8,https://api.spotify.com/v1/audio-analysis/5hbB5G8cf6LzczPRXIMxB8,227184,4,hip hop
Hip Hop Is Dead,Nas,Hip Hop Is Dead (Expanded Edition),7iF9B5dbSOfEeznArGFHhn,39,0.758,0.74,0,-5.761,0,0.203,0.0156,0.0,0.229,0.613,110.831,audio_features,7iF9B5dbSOfEeznArGFHhn,spotify:track:7iF9B5dbSOfEeznArGFHhn,https://api.spotify.com/v1/tracks/7iF9B5dbSOfEeznArGFHhn,https://api.spotify.com/v1/audio-analysis/7iF9B5dbSOfEeznArGFHhn,225560,4,hip hop
Twisted,Hopsin,No Shame,07GxCQfouMr15u5Zj7Gqs7,40,0.675,0.864,1,-3.879,1,0.104,0.126,0.000486,0.209,0.863,140.018,audio_features,07GxCQfouMr15u5Zj7Gqs7,spotify:track:07GxCQfouMr15u5Zj7Gqs7,https://api.spotify.com/v1/tracks/07GxCQfouMr15u5Zj7Gqs7,https://api.spotify.com/v1/audio-analysis/07GxCQfouMr15u5Zj7Gqs7,259423,4,hip hop
Witch Doctor,Hopsin,No Shame,1Jic3FbHtZF0A8KJT8CiOD,40,0.725,0.829,11,-4.85,1,0.233,0.321,1.11e-06,0.114,0.362,101.563,audio_features,1Jic3FbHtZF0A8KJT8CiOD,spotify:track:1Jic3FbHtZF0A8KJT8CiOD,https://api.spotify.com/v1/tracks/1Jic3FbHtZF0A8KJT8CiOD,https://api.spotify.com/v1/audio-analysis/1Jic3FbHtZF0A8KJT8CiOD,288340,4,hip hop
Covid Mansion,Hopsin,Covid Mansion,0xEdYm5ipIJ6sssBmiKffB,40,0.868,0.724,1,-7.544,1,0.151,0.0691,0.0,0.133,0.27,127.033,audio_features,0xEdYm5ipIJ6sssBmiKffB,spotify:track:0xEdYm5ipIJ6sssBmiKffB,https://api.spotify.com/v1/tracks/0xEdYm5ipIJ6sssBmiKffB,https://api.spotify.com/v1/audio-analysis/0xEdYm5ipIJ6sssBmiKffB,211844,4,hip hop
Rapper's Delight,The Sugarhill Gang,NOW Hip-Hop At 50,3aSZe61cG5tU7BzdJxKBvz,47,0.913,0.753,2,-9.683,1,0.247,0.0744,0.0,0.0469,0.827,111.729,audio_features,3aSZe61cG5tU7BzdJxKBvz,spotify:track:3aSZe61cG5tU7BzdJxKBvz,https://api.spotify.com/v1/tracks/3aSZe61cG5tU7BzdJxKBvz,https://api.spotify.com/v1/audio-analysis/3aSZe61cG5tU7BzdJxKBvz,232307,4,hip hop
Hippa to da Hoppa,Ol' Dirty Bastard,Return to the 36 Chambers: The Dirty Version,3cFT8G5sU4ind7VmAPsV5d,44,0.769,0.364,7,-14.337,1,0.415,0.158,0.0131,0.404,0.241,96.261,audio_features,3cFT8G5sU4ind7VmAPsV5d,spotify:track:3cFT8G5sU4ind7VmAPsV5d,https://api.spotify.com/v1/tracks/3cFT8G5sU4ind7VmAPsV5d,https://api.spotify.com/v1/audio-analysis/3cFT8G5sU4ind7VmAPsV5d,181627,4,hip hop
Hopeless,Millyz,Blanco 4,4KyyGiG7edPbUWF8Cylty4,37,0.608,0.637,2,-9.596,0,0.471,0.246,0.0,0.178,0.494,91.184,audio_features,4KyyGiG7edPbUWF8Cylty4,spotify:track:4KyyGiG7edPbUWF8Cylty4,https://api.spotify.com/v1/tracks/4KyyGiG7edPbUWF8Cylty4,https://api.spotify.com/v1/audio-analysis/4KyyGiG7edPbUWF8Cylty4,165678,4,hip hop
Keep Being You,DJ Hoppa,Hoppa and Friends 3,4r6ITan3V8me1nS0b1sinP,40,0.484,0.703,11,-6.409,0,0.363,0.479,1.72e-06,0.245,0.354,86.984,audio_features,4r6ITan3V8me1nS0b1sinP,spotify:track:4r6ITan3V8me1nS0b1sinP,https://api.spotify.com/v1/tracks/4r6ITan3V8me1nS0b1sinP,https://api.spotify.com/v1/audio-analysis/4r6ITan3V8me1nS0b1sinP,174270,4,hip hop
Hip Hop Is Dead,Nas,Hip Hop Is Dead (Expanded Edition),5z37OkOEzss0a6F5bxjlkS,45,0.762,0.742,0,-5.771,0,0.211,0.0145,0.0,0.227,0.608,110.85,audio_features,5z37OkOEzss0a6F5bxjlkS,spotify:track:5z37OkOEzss0a6F5bxjlkS,https://api.spotify.com/v1/tracks/5z37OkOEzss0a6F5bxjlkS,https://api.spotify.com/v1/audio-analysis/5z37OkOEzss0a6F5bxjlkS,225560,4,hip hop
Bass (feat. Tech N9ne & Hopsin),Merkules,Special Occasion,6oOX1c2fcsYbdgxUkI80h0,49,0.737,0.811,8,-7.123,1,0.207,0.525,0.0482,0.209,0.456,142.025,audio_features,6oOX1c2fcsYbdgxUkI80h0,spotify:track:6oOX1c2fcsYbdgxUkI80h0,https://api.spotify.com/v1/tracks/6oOX1c2fcsYbdgxUkI80h0,https://api.spotify.com/v1/audio-analysis/6oOX1c2fcsYbdgxUkI80h0,233239,4,hip hop
Single on Singel (feat. Adriana Aslani),Hopsin,Single on Singel (feat. Adriana Aslani),32KsMULwkZTvn96JX4H5K6,39,0.612,0.788,8,-6.236,0,0.0902,0.543,4.35e-06,0.202,0.629,85.481,audio_features,32KsMULwkZTvn96JX4H5K6,spotify:track:32KsMULwkZTvn96JX4H5K6,https://api.spotify.com/v1/tracks/32KsMULwkZTvn96JX4H5K6,https://api.spotify.com/v1/audio-analysis/32KsMULwkZTvn96JX4H5K6,306148,4,hip hop
Okok (Hibachi),Jordan Ward,Valley Hopefuls,44ashym52bERKclJsKt3Db,48,0.894,0.475,11,-8.346,1,0.131,0.309,0.000138,0.111,0.571,144.202,audio_features,44ashym52bERKclJsKt3Db,spotify:track:44ashym52bERKclJsKt3Db,https://api.spotify.com/v1/tracks/44ashym52bERKclJsKt3Db,https://api.spotify.com/v1/audio-analysis/44ashym52bERKclJsKt3Db,133152,4,hip hop
Die This Way (feat. Matt Black & Joey Tee),Hopsin,Die This Way (feat. Matt Black & Joey Tee),0BUAsT7wqcApoN4PN1uNwG,38,0.602,0.657,10,-7.148,0,0.0351,0.0909,1.17e-05,0.177,0.105,143.065,audio_features,0BUAsT7wqcApoN4PN1uNwG,spotify:track:0BUAsT7wqcApoN4PN1uNwG,https://api.spotify.com/v1/tracks/0BUAsT7wqcApoN4PN1uNwG,https://api.spotify.com/v1/audio-analysis/0BUAsT7wqcApoN4PN1uNwG,265542,4,hip hop
Hope (feat. G HERBO),Zaytoven,PACK JUST LANDED VOL. 2,1cRzdl6TzoLifGUtFlOflw,30,0.747,0.368,0,-10.494,0,0.307,0.0197,0.0,0.122,0.0684,151.102,audio_features,1cRzdl6TzoLifGUtFlOflw,spotify:track:1cRzdl6TzoLifGUtFlOflw,https://api.spotify.com/v1/tracks/1cRzdl6TzoLifGUtFlOflw,https://api.spotify.com/v1/audio-analysis/1cRzdl6TzoLifGUtFlOflw,168000,4,hip hop
I Wouldn't Do That,Hopsin,No Shame,6W4ganzIpQZjdUm6KdrBkP,37,0.734,0.891,9,-3.076,0,0.259,0.115,0.0,0.434,0.702,121.031,audio_features,6W4ganzIpQZjdUm6KdrBkP,spotify:track:6W4ganzIpQZjdUm6KdrBkP,https://api.spotify.com/v1/tracks/6W4ganzIpQZjdUm6KdrBkP,https://api.spotify.com/v1/audio-analysis/6W4ganzIpQZjdUm6KdrBkP,242052,4,hip hop
Hope - Freestyle,XXXTENTACION,? (Deluxe),73PKn6HXFjGE96Quu8MRWG,36,0.508,0.803,9,-2.338,0,0.379,0.81,0.00312,0.523,0.696,146.051,audio_features,73PKn6HXFjGE96Quu8MRWG,spotify:track:73PKn6HXFjGE96Quu8MRWG,https://api.spotify.com/v1/tracks/73PKn6HXFjGE96Quu8MRWG,https://api.spotify.com/v1/audio-analysis/73PKn6HXFjGE96Quu8MRWG,138373,4,hip hop
"Move, Shake, Drop",Dj Laz,Latin World Hip Hop Reloaded 1,1hubeTWRXFgaA7AuPJprrZ,55,0.805,0.871,7,-3.684,1,0.076,0.00517,0.0,0.149,0.614,127.964,audio_features,1hubeTWRXFgaA7AuPJprrZ,spotify:track:1hubeTWRXFgaA7AuPJprrZ,https://api.spotify.com/v1/tracks/1hubeTWRXFgaA7AuPJprrZ,https://api.spotify.com/v1/audio-analysis/1hubeTWRXFgaA7AuPJprrZ,190573,4,hip hop
Real Hip-Hop,Das EFX,Hold It Down,7Kutf53V4k0CvU4nKu5oK6,49,0.858,0.76,4,-7.895,0,0.254,0.0217,0.0,0.322,0.951,93.082,audio_features,7Kutf53V4k0CvU4nKu5oK6,spotify:track:7Kutf53V4k0CvU4nKu5oK6,https://api.spotify.com/v1/tracks/7Kutf53V4k0CvU4nKu5oK6,https://api.spotify.com/v1/audio-analysis/7Kutf53V4k0CvU4nKu5oK6,247613,4,hip hop
Kill Her,Hopsin,Raw,0KstahwTIgIo3foojN23tw,37,0.838,0.829,5,-3.894,1,0.249,0.113,0.0,0.198,0.58,137.098,audio_features,0KstahwTIgIo3foojN23tw,spotify:track:0KstahwTIgIo3foojN23tw,https://api.spotify.com/v1/tracks/0KstahwTIgIo3foojN23tw,https://api.spotify.com/v1/audio-analysis/0KstahwTIgIo3foojN23tw,220846,4,hip hop
Ill Mind 6: Old Friend,Hopsin,Ill Mind 6: Old Friend - Single,0mnhNZWBb4nbkN7z32UDHV,38,0.645,0.714,11,-8.362,0,0.0861,0.0462,0.0,0.167,0.0847,91.971,audio_features,0mnhNZWBb4nbkN7z32UDHV,spotify:track:0mnhNZWBb4nbkN7z32UDHV,https://api.spotify.com/v1/tracks/0mnhNZWBb4nbkN7z32UDHV,https://api.spotify.com/v1/audio-analysis/0mnhNZWBb4nbkN7z32UDHV,265324,4,hip hop
Ill Mind of Hopsin 7,Hopsin,Ill Mind of Hopsin 7,4E9oMuvzEsS2T9hdxWBwPQ,34,0.642,0.791,2,-3.859,0,0.322,0.0515,0.0,0.119,0.331,93.015,audio_features,4E9oMuvzEsS2T9hdxWBwPQ,spotify:track:4E9oMuvzEsS2T9hdxWBwPQ,https://api.spotify.com/v1/tracks/4E9oMuvzEsS2T9hdxWBwPQ,https://api.spotify.com/v1/audio-analysis/4E9oMuvzEsS2T9hdxWBwPQ,350482,4,hip hop
Hope (feat. Ty Dolla $ign),Wiz Khalifa,Blacc Hollywood (Deluxe),7qLjSwg4SwfXGzWPp1HV9F,35,0.76,0.785,1,-6.955,1,0.0626,0.071,0.0,0.124,0.366,130.038,audio_features,7qLjSwg4SwfXGzWPp1HV9F,spotify:track:7qLjSwg4SwfXGzWPp1HV9F,https://api.spotify.com/v1/tracks/7qLjSwg4SwfXGzWPp1HV9F,https://api.spotify.com/v1/audio-analysis/7qLjSwg4SwfXGzWPp1HV9F,324693,4,hip hop
GOLDEN TICKET,Night Lovell,I HOPE YOU'RE HAPPY,1gyOooDZ9aJCP3RHz1dd9l,51,0.901,0.651,10,-5.434,0,0.1,0.0832,0.243,0.551,0.523,99.996,audio_features,1gyOooDZ9aJCP3RHz1dd9l,spotify:track:1gyOooDZ9aJCP3RHz1dd9l,https://api.spotify.com/v1/tracks/1gyOooDZ9aJCP3RHz1dd9l,https://api.spotify.com/v1/audio-analysis/1gyOooDZ9aJCP3RHz1dd9l,142092,4,hip hop
Hip Hop,DJ Khaled,Kiss The Ring (Deluxe),3xI2BX87nRys1ENw1Zl0El,35,0.646,0.859,11,-4.934,1,0.333,0.159,0.0,0.108,0.628,77.057,audio_features,3xI2BX87nRys1ENw1Zl0El,spotify:track:3xI2BX87nRys1ENw1Zl0El,https://api.spotify.com/v1/tracks/3xI2BX87nRys1ENw1Zl0El,https://api.spotify.com/v1/audio-analysis/3xI2BX87nRys1ENw1Zl0El,263213,4,hip hop
Hip Hopper (feat. Lil Yachty),Blac Youngsta,Hip Hopper (feat. Lil Yachty),7JsoM9xf0Uc8tTHVnkVOio,34,0.931,0.517,2,-8.017,1,0.446,0.00162,0.0,0.108,0.45,129.111,audio_features,7JsoM9xf0Uc8tTHVnkVOio,spotify:track:7JsoM9xf0Uc8tTHVnkVOio,https://api.spotify.com/v1/tracks/7JsoM9xf0Uc8tTHVnkVOio,https://api.spotify.com/v1/audio-analysis/7JsoM9xf0Uc8tTHVnkVOio,193625,4,hip hop
Hope,XXXTENTACION,Emo Rap 2021,67BVPGhvXjYGPl6kMLrt0L,37,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,67BVPGhvXjYGPl6kMLrt0L,spotify:track:67BVPGhvXjYGPl6kMLrt0L,https://api.spotify.com/v1/tracks/67BVPGhvXjYGPl6kMLrt0L,https://api.spotify.com/v1/audio-analysis/67BVPGhvXjYGPl6kMLrt0L,110886,4,hip hop
Bout the Business,Hopsin,Bout the Business,4lDRCZho3GlmRqOJRjmLfE,37,0.722,0.68,9,-7.317,1,0.25,0.0382,0.0,0.118,0.181,134.964,audio_features,4lDRCZho3GlmRqOJRjmLfE,spotify:track:4lDRCZho3GlmRqOJRjmLfE,https://api.spotify.com/v1/tracks/4lDRCZho3GlmRqOJRjmLfE,https://api.spotify.com/v1/audio-analysis/4lDRCZho3GlmRqOJRjmLfE,272361,4,hip hop
Luv N Hip-Hop (feat. DaBaby),Finesse2tymes,Luv N Hip-Hop (feat. DaBaby),7C3PVUx7QvG6uxlR9bO79G,36,0.933,0.554,1,-4.372,1,0.244,0.0194,0.0,0.0973,0.475,130.024,audio_features,7C3PVUx7QvG6uxlR9bO79G,spotify:track:7C3PVUx7QvG6uxlR9bO79G,https://api.spotify.com/v1/tracks/7C3PVUx7QvG6uxlR9bO79G,https://api.spotify.com/v1/audio-analysis/7C3PVUx7QvG6uxlR9bO79G,182380,4,hip hop
Hope - Instrumental,XXXTENTACION,? (Deluxe),0xLEBWvK5Ku9Bj2HHyoaeY,36,0.647,0.253,9,-7.97,0,0.325,0.121,0.329,0.126,0.218,145.997,audio_features,0xLEBWvK5Ku9Bj2HHyoaeY,spotify:track:0xLEBWvK5Ku9Bj2HHyoaeY,https://api.spotify.com/v1/tracks/0xLEBWvK5Ku9Bj2HHyoaeY,https://api.spotify.com/v1/audio-analysis/0xLEBWvK5Ku9Bj2HHyoaeY,111093,4,hip hop
Origin Story,Hopsin,Origin Story,4ybWYbMBbqqTthbhYx6Z40,37,0.604,0.861,8,-4.979,1,0.185,0.457,0.0,0.315,0.466,111.789,audio_features,4ybWYbMBbqqTthbhYx6Z40,spotify:track:4ybWYbMBbqqTthbhYx6Z40,https://api.spotify.com/v1/tracks/4ybWYbMBbqqTthbhYx6Z40,https://api.spotify.com/v1/audio-analysis/4ybWYbMBbqqTthbhYx6Z40,297625,4,hip hop
Crown Me,Hopsin,Pound Syndrome,6xCZ5hulrqJwPb4CPK4e7G,36,0.692,0.668,1,-11.357,1,0.373,0.135,0.0,0.162,0.199,129.74,audio_features,6xCZ5hulrqJwPb4CPK4e7G,spotify:track:6xCZ5hulrqJwPb4CPK4e7G,https://api.spotify.com/v1/tracks/6xCZ5hulrqJwPb4CPK4e7G,https://api.spotify.com/v1/audio-analysis/6xCZ5hulrqJwPb4CPK4e7G,272680,4,hip hop
Hope,XXXTENTACION,#wyld,3bRj1jBMFyVk3WXy8mudba,36,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,3bRj1jBMFyVk3WXy8mudba,spotify:track:3bRj1jBMFyVk3WXy8mudba,https://api.spotify.com/v1/tracks/3bRj1jBMFyVk3WXy8mudba,https://api.spotify.com/v1/audio-analysis/3bRj1jBMFyVk3WXy8mudba,110886,4,hip hop
Hoppa's Cypher,DJ Hoppa,Hoppa and Friends,6B9FN2JxgXv7we62NVUGTP,32,0.617,0.595,1,-8.183,1,0.209,0.00227,0.0,0.422,0.322,98.121,audio_features,6B9FN2JxgXv7we62NVUGTP,spotify:track:6B9FN2JxgXv7we62NVUGTP,https://api.spotify.com/v1/tracks/6B9FN2JxgXv7we62NVUGTP,https://api.spotify.com/v1/audio-analysis/6B9FN2JxgXv7we62NVUGTP,262002,4,hip hop
LOST,NF,CLOUDS (THE MIXTAPE),1PTVGdcYyLFnJKVOkaxQWj,57,0.637,0.912,5,-3.123,1,0.308,0.352,0.0,0.0657,0.451,116.919,audio_features,1PTVGdcYyLFnJKVOkaxQWj,spotify:track:1PTVGdcYyLFnJKVOkaxQWj,https://api.spotify.com/v1/tracks/1PTVGdcYyLFnJKVOkaxQWj,https://api.spotify.com/v1/audio-analysis/1PTVGdcYyLFnJKVOkaxQWj,234852,4,hip hop
Baby's Daddy,Hopsin,Raw,2KoYC31XxTq7vtK0ZJuS6p,36,0.884,0.883,6,-3.899,1,0.215,0.333,0.0,0.1,0.844,100.464,audio_features,2KoYC31XxTq7vtK0ZJuS6p,spotify:track:2KoYC31XxTq7vtK0ZJuS6p,https://api.spotify.com/v1/tracks/2KoYC31XxTq7vtK0ZJuS6p,https://api.spotify.com/v1/audio-analysis/2KoYC31XxTq7vtK0ZJuS6p,236693,4,hip hop
Hope,XXXTENTACION,Monsoon Love Vol 10,0G2rPWEtnV6aPuPXZeD0Lg,35,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,0G2rPWEtnV6aPuPXZeD0Lg,spotify:track:0G2rPWEtnV6aPuPXZeD0Lg,https://api.spotify.com/v1/tracks/0G2rPWEtnV6aPuPXZeD0Lg,https://api.spotify.com/v1/audio-analysis/0G2rPWEtnV6aPuPXZeD0Lg,110886,4,hip hop
Act A Fool,Ludacris,The Source Presents Hip Hop Hits Vol. 7,1eRyWRvO3RE6AlKhvYhTuX,48,0.568,0.895,0,-3.301,1,0.333,0.152,0.0,0.209,0.778,109.967,audio_features,1eRyWRvO3RE6AlKhvYhTuX,spotify:track:1eRyWRvO3RE6AlKhvYhTuX,https://api.spotify.com/v1/tracks/1eRyWRvO3RE6AlKhvYhTuX,https://api.spotify.com/v1/audio-analysis/1eRyWRvO3RE6AlKhvYhTuX,272320,5,hip hop
Your House,Hopsin,Your House,56qnhbBzFCNVWt8lyluUkI,37,0.593,0.687,6,-8.384,0,0.414,0.498,0.0,0.0934,0.534,79.997,audio_features,56qnhbBzFCNVWt8lyluUkI,spotify:track:56qnhbBzFCNVWt8lyluUkI,https://api.spotify.com/v1/tracks/56qnhbBzFCNVWt8lyluUkI,https://api.spotify.com/v1/audio-analysis/56qnhbBzFCNVWt8lyluUkI,302306,4,hip hop
Nollie Tre Flip,Hopsin,Knock Madness,2sywvGUBuSuYICHHKOElSn,35,0.843,0.773,6,-6.893,1,0.291,0.251,0.0,0.0899,0.417,90.039,audio_features,2sywvGUBuSuYICHHKOElSn,spotify:track:2sywvGUBuSuYICHHKOElSn,https://api.spotify.com/v1/tracks/2sywvGUBuSuYICHHKOElSn,https://api.spotify.com/v1/audio-analysis/2sywvGUBuSuYICHHKOElSn,211573,4,hip hop
False Advertisement,Hopsin,False Advertisement,1o0EzsBSHobtC9LjtqtF6e,35,0.753,0.529,11,-7.712,1,0.105,0.00427,7.17e-05,0.273,0.0537,126.965,audio_features,1o0EzsBSHobtC9LjtqtF6e,spotify:track:1o0EzsBSHobtC9LjtqtF6e,https://api.spotify.com/v1/tracks/1o0EzsBSHobtC9LjtqtF6e,https://api.spotify.com/v1/audio-analysis/1o0EzsBSHobtC9LjtqtF6e,275504,4,hip hop
Fly,Hopsin,Pound Syndrome,5K9oZBPBiUTzB8A54ujOUp,36,0.488,0.583,3,-11.469,1,0.374,0.756,0.0,0.197,0.144,89.833,audio_features,5K9oZBPBiUTzB8A54ujOUp,spotify:track:5K9oZBPBiUTzB8A54ujOUp,https://api.spotify.com/v1/tracks/5K9oZBPBiUTzB8A54ujOUp,https://api.spotify.com/v1/audio-analysis/5K9oZBPBiUTzB8A54ujOUp,300187,4,hip hop
Hip Hop Junkies,Nice & Smooth,Ain't A Damn Thing Changed,3KKrZ3adgWcJiJQWFqoDnv,37,0.926,0.427,6,-10.731,1,0.115,0.0258,0.000281,0.329,0.634,98.73,audio_features,3KKrZ3adgWcJiJQWFqoDnv,spotify:track:3KKrZ3adgWcJiJQWFqoDnv,https://api.spotify.com/v1/tracks/3KKrZ3adgWcJiJQWFqoDnv,https://api.spotify.com/v1/audio-analysis/3KKrZ3adgWcJiJQWFqoDnv,209160,4,hip hop
Hotel in Sydney,Hopsin,No Shame,0kNlIMmahzteRDSGp3wBDi,37,0.503,0.775,2,-5.47,0,0.608,0.612,0.0,0.307,0.541,176.063,audio_features,0kNlIMmahzteRDSGp3wBDi,spotify:track:0kNlIMmahzteRDSGp3wBDi,https://api.spotify.com/v1/tracks/0kNlIMmahzteRDSGp3wBDi,https://api.spotify.com/v1/audio-analysis/0kNlIMmahzteRDSGp3wBDi,364226,4,hip hop
Hip-Hop Hasta la Tumba,Maniako,Dónde Estás,6dKRp4XzLCycXok4KkC3PK,48,0.902,0.623,1,-7.483,0,0.105,0.0795,7.63e-05,0.174,0.967,89.993,audio_features,6dKRp4XzLCycXok4KkC3PK,spotify:track:6dKRp4XzLCycXok4KkC3PK,https://api.spotify.com/v1/tracks/6dKRp4XzLCycXok4KkC3PK,https://api.spotify.com/v1/audio-analysis/6dKRp4XzLCycXok4KkC3PK,166632,4,hip hop
Hopes & Dreams,Wiz Khalifa,Rolling Papers,1yttad0Kae5LQeuBdIaOKQ,45,0.636,0.631,0,-6.859,1,0.208,0.137,0.0,0.0988,0.578,140.726,audio_features,1yttad0Kae5LQeuBdIaOKQ,spotify:track:1yttad0Kae5LQeuBdIaOKQ,https://api.spotify.com/v1/tracks/1yttad0Kae5LQeuBdIaOKQ,https://api.spotify.com/v1/audio-analysis/1yttad0Kae5LQeuBdIaOKQ,238933,4,hip hop
Hope,XXXTENTACION,Trending 2021,2mNsGLe9HghNmasxv87zfe,35,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,2mNsGLe9HghNmasxv87zfe,spotify:track:2mNsGLe9HghNmasxv87zfe,https://api.spotify.com/v1/tracks/2mNsGLe9HghNmasxv87zfe,https://api.spotify.com/v1/audio-analysis/2mNsGLe9HghNmasxv87zfe,110886,4,hip hop
No Fucks Given,Hopsin,Pound Syndrome,0nlls4KAwiWe9J12rj8Xan,35,0.674,0.764,1,-7.008,0,0.269,0.349,0.0,0.159,0.675,99.405,audio_features,0nlls4KAwiWe9J12rj8Xan,spotify:track:0nlls4KAwiWe9J12rj8Xan,https://api.spotify.com/v1/tracks/0nlls4KAwiWe9J12rj8Xan,https://api.spotify.com/v1/audio-analysis/0nlls4KAwiWe9J12rj8Xan,244613,4,hip hop
Hope,XXXTENTACION,2021 Hits,0ef2esuuOqyHsqLPf63FwF,35,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,0ef2esuuOqyHsqLPf63FwF,spotify:track:0ef2esuuOqyHsqLPf63FwF,https://api.spotify.com/v1/tracks/0ef2esuuOqyHsqLPf63FwF,https://api.spotify.com/v1/audio-analysis/0ef2esuuOqyHsqLPf63FwF,110886,4,hip hop
Hope,XXXTENTACION,Chill Gaming 2021,20aW6CTpHFod04g35rgS6N,34,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,20aW6CTpHFod04g35rgS6N,spotify:track:20aW6CTpHFod04g35rgS6N,https://api.spotify.com/v1/tracks/20aW6CTpHFod04g35rgS6N,https://api.spotify.com/v1/audio-analysis/20aW6CTpHFod04g35rgS6N,110886,4,hip hop
Homies,Lighter Shade Of Brown,Hip Hop Locos,3kk66lcmo2blwB1uLHMkPJ,39,0.779,0.386,7,-14.384,1,0.301,0.221,0.00071,0.115,0.376,193.574,audio_features,3kk66lcmo2blwB1uLHMkPJ,spotify:track:3kk66lcmo2blwB1uLHMkPJ,https://api.spotify.com/v1/tracks/3kk66lcmo2blwB1uLHMkPJ,https://api.spotify.com/v1/audio-analysis/3kk66lcmo2blwB1uLHMkPJ,211800,4,hip hop
I Don't Want It,Hopsin,I Don't Want It,2iyQT42eY5mRl04vdULuf0,35,0.683,0.74,2,-6.053,1,0.229,0.392,0.0,0.224,0.536,169.964,audio_features,2iyQT42eY5mRl04vdULuf0,spotify:track:2iyQT42eY5mRl04vdULuf0,https://api.spotify.com/v1/tracks/2iyQT42eY5mRl04vdULuf0,https://api.spotify.com/v1/audio-analysis/2iyQT42eY5mRl04vdULuf0,272261,4,hip hop
Hop Out,Fredo Bang,Hop Out,66j6LbfIkY3WNu4aiM3Xcm,28,0.772,0.669,10,-7.047,0,0.352,0.119,0.0,0.185,0.443,84.951,audio_features,66j6LbfIkY3WNu4aiM3Xcm,spotify:track:66j6LbfIkY3WNu4aiM3Xcm,https://api.spotify.com/v1/tracks/66j6LbfIkY3WNu4aiM3Xcm,https://api.spotify.com/v1/audio-analysis/66j6LbfIkY3WNu4aiM3Xcm,126965,4,hip hop
Passin' Me By,The Pharcyde,90s Hip Hop,0XXBBwcD0hF0M5xgDMXKj5,42,0.782,0.828,6,-8.032,1,0.23,0.177,0.0,0.372,0.667,87.01,audio_features,0XXBBwcD0hF0M5xgDMXKj5,spotify:track:0XXBBwcD0hF0M5xgDMXKj5,https://api.spotify.com/v1/tracks/0XXBBwcD0hF0M5xgDMXKj5,https://api.spotify.com/v1/audio-analysis/0XXBBwcD0hF0M5xgDMXKj5,302907,4,hip hop
Hope,XXXTENTACION,Trending Songs 2021,3M0QjKOIKS4zziA9fyPZpa,34,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,audio_features,3M0QjKOIKS4zziA9fyPZpa,spotify:track:3M0QjKOIKS4zziA9fyPZpa,https://api.spotify.com/v1/tracks/3M0QjKOIKS4zziA9fyPZpa,https://api.spotify.com/v1/audio-analysis/3M0QjKOIKS4zziA9fyPZpa,110886,4,hip hop
Hip Hop (Caminaré),Santa Fe Klan,Bendecido,4ciXokhIdlyhCh3tA5zo5P,46,0.803,0.745,6,-7.983,1,0.347,0.0354,0.0,0.265,0.619,82.75,audio_features,4ciXokhIdlyhCh3tA5zo5P,spotify:track:4ciXokhIdlyhCh3tA5zo5P,https://api.spotify.com/v1/tracks/4ciXokhIdlyhCh3tA5zo5P,https://api.spotify.com/v1/audio-analysis/4ciXokhIdlyhCh3tA5zo5P,203144,4,hip hop
Hop Out Shoot,Kodak Black,Kutthroat Bill: Vol. 1,0m717qHxKZsGVY3X5bMamn,35,0.812,0.5,5,-6.06,0,0.429,0.367,0.0,0.114,0.597,81.564,audio_features,0m717qHxKZsGVY3X5bMamn,spotify:track:0m717qHxKZsGVY3X5bMamn,https://api.spotify.com/v1/tracks/0m717qHxKZsGVY3X5bMamn,https://api.spotify.com/v1/audio-analysis/0m717qHxKZsGVY3X5bMamn,177983,4,hip hop
Giants,Roy Tosh,Giants,0N8R08onW7h8ghBhns9TqV,39,0.602,0.724,9,-5.287,1,0.261,0.0173,0.000718,0.119,0.439,176.036,audio_features,0N8R08onW7h8ghBhns9TqV,spotify:track:0N8R08onW7h8ghBhns9TqV,https://api.spotify.com/v1/tracks/0N8R08onW7h8ghBhns9TqV,https://api.spotify.com/v1/audio-analysis/0N8R08onW7h8ghBhns9TqV,163500,4,hip hop
